_id,folder[0],folder[1],alt,filename,mimeType,filesize,width,height,focalX,focalY,sizes.thumbnail.width,sizes.thumbnail.height,sizes.thumbnail.mimeType,sizes.thumbnail.filesize,sizes.thumbnail.filename,createdAt,updatedAt,__v,sizes.thumbnail.url,thumbnailURL,url,prefix
672d42c66613f0d51efbc79c,672d15e81006691619cdf6fd,,Hpscht455 Thumbnail,hpscht455-thumbnail.webp,image/webp,102144,1300,1300,50,50,500,500,image/webp,69264,HPSCHT455-thumbnail-500x500.webp,2024-11-07T22:44:22.398Z,2024-11-07T22:44:22.398Z,0,,,,
672d42c96613f0d51efbc7a0,672d15e81006691619cdf6fd,,Hpscht455 Topside,hpscht455-topside.webp,image/webp,123772,2000,2000,50,50,500,500,image/webp,66524,HPSCHT455-topside-500x500.webp,2024-11-07T22:44:25.194Z,2024-11-07T22:44:25.194Z,0,,,,
672d42cb6613f0d51efbc7a8,672d15e81006691619cdf6fd,,Hpscht579 Thumbnail,hpscht579-thumbnail.webp,image/webp,108178,1300,1300,50,50,500,500,image/webp,73842,HPSCHT579-thumbnail-500x500.webp,2024-11-07T22:44:27.626Z,2024-11-07T22:44:27.626Z,0,,,,
672d42ce6613f0d51efbc7ac,672d15e81006691619cdf6fd,,Hpscht579 Topside,hpscht579-topside.webp,image/webp,169772,2000,2000,50,50,500,500,image/webp,75570,HPSCHT579-topside-500x500.webp,2024-11-07T22:44:30.209Z,2024-11-07T22:44:30.209Z,0,,,,
672d42d06613f0d51efbc7b4,672d15e81006691619cdf6fd,,Hpscht679 Thumbnail,hpscht679-thumbnail.webp,image/webp,111822,1300,1300,50,50,500,500,image/webp,75686,HPSCHT679-thumbnail-500x500.webp,2024-11-07T22:44:32.690Z,2024-11-07T22:44:32.690Z,0,,,,
672d42d36613f0d51efbc7b8,672d15e81006691619cdf6fd,,Hpscht679 Topside,hpscht679-topside.webp,image/webp,149576,2000,2000,50,50,500,500,image/webp,80616,HPSCHT679-topside-500x500.webp,2024-11-07T22:44:35.239Z,2024-11-07T22:44:35.239Z,0,,,,
672d42d56613f0d51efbc7c0,672d15e81006691619cdf6fd,,Hpscht655 Thumbnail,hpscht655-thumbnail.webp,image/webp,110370,1300,1300,50,50,500,500,image/webp,75568,HPSCHT655-thumbnail-500x500.webp,2024-11-07T22:44:37.664Z,2024-11-07T22:44:37.664Z,0,,,,
672d42d86613f0d51efbc7c4,672d15e81006691619cdf6fd,,Hpscht655 Topside,hpscht655-topside.webp,image/webp,125460,2000,2000,50,50,500,500,image/webp,63962,HPSCHT655-topside-500x500.webp,2024-11-07T22:44:40.213Z,2024-11-07T22:44:40.213Z,0,,,,
672d42da6613f0d51efbc7cc,672d15e81006691619cdf6fd,,Hpscht728 Thumbnail,hpscht728-thumbnail.webp,image/webp,95250,1300,1300,50,50,500,500,image/webp,70774,HPSCHT728-thumbnail-500x500.webp,2024-11-07T22:44:42.613Z,2024-11-07T22:44:42.613Z,0,,,,
672d42dd6613f0d51efbc7d0,672d15e81006691619cdf6fd,,Hpscht728 Topside,hpscht728-topside.webp,image/webp,166734,2000,2000,50,50,500,500,image/webp,79822,HPSCHT728-topside-500x500.webp,2024-11-07T22:44:45.238Z,2024-11-07T22:44:45.238Z,0,,,,
672d42df6613f0d51efbc7d8,672d15e81006691619cdf6fd,,Hpscht779 Thumbnail,hpscht779-thumbnail.webp,image/webp,107312,1300,1300,50,50,500,500,image/webp,72792,HPSCHT779-thumbnail-500x500.webp,2024-11-07T22:44:47.667Z,2024-11-07T22:44:47.667Z,0,,,,
672d42e26613f0d51efbc7dc,672d15e81006691619cdf6fd,,Hpscht779 Topside,hpscht779-topside.webp,image/webp,155200,2000,2000,50,50,500,500,image/webp,71136,HPSCHT779-topside-500x500.webp,2024-11-07T22:44:50.212Z,2024-11-07T22:44:50.212Z,0,,,,
672d42e46613f0d51efbc7e4,672d15e81006691619cdf6fd,,Hpscht799 Thumbnail,hpscht799-thumbnail.webp,image/webp,76998,1300,1300,50,50,500,500,image/webp,66230,HPSCHT799-thumbnail-500x500.webp,2024-11-07T22:44:52.641Z,2024-11-07T22:44:52.641Z,0,,,,
672d42e86613f0d51efbc7e8,672d15e81006691619cdf6fd,,Hpscht799 Topside,hpscht799-topside.webp,image/webp,226908,2560,2421,50,50,500,473,image/webp,55926,HPSCHT799-topside-500x473.webp,2024-11-07T22:44:56.025Z,2024-11-07T22:44:56.025Z,0,,,,
672d9af51006691619ce10dc,67291756ef6789973d93fd53,,Boniferro 23,boniferro-23.webp,image/webp,615738,2400,2045,50,50,500,426,image/webp,116570,Boniferro 23-500x426.webp,2024-11-08T05:00:37.299Z,2024-11-08T05:00:37.299Z,0,,,,
672d9af51006691619ce10da,67291756ef6789973d93fd53,,Dewitt 006,dewitt-006.webp,image/webp,267358,2000,1333,50,50,500,333,image/webp,89444,Dewitt 006-500x333.webp,2024-11-08T05:00:37.280Z,2024-11-08T05:00:37.280Z,0,,,,
672d9af51006691619ce10e0,67291756ef6789973d93fd53,672686323a2df83c953b3ce8,Farnham 25,farnham-25.webp,image/webp,969108,2400,1600,50,50,500,333,image/webp,117678,Farnham 25-500x333.webp,2024-11-08T05:00:37.405Z,2024-11-08T05:00:37.405Z,0,,,,
672d9af51006691619ce10e5,67291756ef6789973d93fd53,,Farnham 61 Hydroplant,farnham-61-hydroplant.webp,image/webp,877608,2397,2400,50,50,500,501,image/webp,144146,Farnham 61 Hydroplant-500x501.webp,2024-11-08T05:00:37.572Z,2024-11-08T05:00:37.572Z,0,,,,
672d9af71006691619ce10ec,672686323a2df83c953b3ce8,67291756ef6789973d93fd53,Gary Maceachern Hot Tub,gary-maceachern-hot-tub.webp,image/webp,794222,2560,1709,50,50,500,334,image/webp,116404,Gary MacEachern Hot Tub-500x334.webp,2024-11-08T05:00:39.027Z,2024-11-08T05:00:39.027Z,0,,,,
672d9af71006691619ce10f2,67291756ef6789973d93fd53,,Coivic Built In 720,coivic-built-in-720.webp,image/webp,966474,2560,1731,50,50,500,338,image/webp,118916,Coivic Built-in 720-500x338.webp,2024-11-08T05:00:39.743Z,2024-11-08T05:00:39.743Z,0,,,,
672d9af81006691619ce10f9,67291756ef6789973d93fd53,672686323a2df83c953b3ce8,Mantella 001,mantella-001.webp,image/webp,443782,2477,2500,50,50,500,505,image/webp,98540,Mantella 001-500x505.webp,2024-11-08T05:00:40.959Z,2024-11-08T05:00:40.959Z,0,,,,
672d9af91006691619ce10fe,67291756ef6789973d93fd53,,Hot Tub At 29 Cosmic Dr,hot-tub-at-29-cosmic-dr.webp,image/webp,796432,2560,1707,50,50,500,333,image/webp,111830,Hot Tub at 29 Cosmic Dr-500x333.webp,2024-11-08T05:00:41.260Z,2024-11-08T05:00:41.260Z,0,,,,
672d9af91006691619ce1102,67291756ef6789973d93fd53,,Joyce Swim Spa,joyce-swim-spa.webp,image/webp,598488,2560,1707,50,50,500,333,image/webp,100532,Joyce Swim Spa-500x333.webp,2024-11-08T05:00:41.787Z,2024-11-08T05:00:41.787Z,0,,,,
672d9afb1006691619ce110b,67291756ef6789973d93fd53,,Pressman Hot Tub 150 Joicey Blvd,pressman-hot-tub-150-joicey-blvd.webp,image/webp,1079032,2560,1707,50,50,500,333,image/webp,121620,Pressman Hot Tub 150 Joicey Blvd-500x333.webp,2024-11-08T05:00:43.455Z,2024-11-08T05:00:43.455Z,0,,,,
672d9afc1006691619ce1110,67291756ef6789973d93fd53,,Ranallo Hot Tub 220 Rosemount Ave 1,ranallo-hot-tub-220-rosemount-ave-1.webp,image/webp,692150,2560,1705,50,50,500,333,image/webp,108394,Ranallo Hot Tub 220 Rosemount Ave (1)-500x333.webp,2024-11-08T05:00:44.283Z,2024-11-08T05:00:44.283Z,0,,,,
672d9afc1006691619ce1115,67291756ef6789973d93fd53,,Ranallo Hot Tub 220 Rosemount Ave,ranallo-hot-tub-220-rosemount-ave.webp,image/webp,951188,2560,1707,50,50,500,333,image/webp,112302,Ranallo Hot Tub 220 Rosemount Ave-500x333.webp,2024-11-08T05:00:44.872Z,2024-11-08T05:00:44.872Z,0,,,,
672d9afd1006691619ce1119,67291756ef6789973d93fd53,,Wagner Ht Fer6925,wagner-ht-fer6925.webp,image/webp,737618,2560,1709,50,50,500,334,image/webp,109700,Wagner HT FER6925-500x334.webp,2024-11-08T05:00:45.026Z,2024-11-08T05:00:45.026Z,0,,,,
672d9afd1006691619ce111e,67291756ef6789973d93fd53,,Rochester Ave Hot Tub,rochester-ave-hot-tub.webp,image/webp,873888,2560,1707,50,50,500,333,image/webp,120224,Rochester Ave Hot Tub-500x333.webp,2024-11-08T05:00:45.277Z,2024-11-08T05:00:45.277Z,0,,,,
672d9afe1006691619ce1121,672686323a2df83c953b3ce8,67291756ef6789973d93fd53,Yewfield Hot Tub,yewfield-hot-tub.webp,image/webp,807152,2400,1600,50,50,500,333,image/webp,106114,Yewfield Hot Tub-500x333.webp,2024-11-08T05:00:46.192Z,2024-11-08T05:00:46.192Z,0,,,,
672d9afe1006691619ce1124,67291756ef6789973d93fd53,,Wagner Ht,wagner-ht.webp,image/webp,729616,2560,1709,50,50,500,334,image/webp,101922,Wagner HT-500x334.webp,2024-11-08T05:00:46.255Z,2024-11-08T05:00:46.255Z,0,,,,
672d9afe1006691619ce1127,67291756ef6789973d93fd53,,Wallace Hot Tub Berkinshaw,wallace-hot-tub-berkinshaw.webp,image/webp,703568,2560,1708,50,50,500,333,image/webp,103766,Wallace Hot Tub Berkinshaw-500x333.webp,2024-11-08T05:00:46.474Z,2024-11-08T05:00:46.474Z,0,,,,
672d9ba81006691619ce1192,67291756ef6789973d93fd53,,Koukarine Ht Ss 280,koukarine-ht-ss-280.webp,image/webp,734602,2560,1707,50,50,500,333,image/webp,105380,koukarine-ht-ss-280-500x333.webp,2024-11-08T05:03:36.151Z,2024-11-08T05:04:31.416Z,0,/api/media/file/Koukarine HT SS 280-500x333.webp,/api/media/file/Koukarine HT SS 280-500x333.webp,/api/media/file/koukarine-ht-ss-280.webp,
672d9c511006691619ce136b,672686323a2df83c953b3ce8,,Mnp Et 211gr 067,mnp-et-211gr-067.webp,image/webp,485070,2500,1667,50,50,500,333,image/webp,83028,MNP-ET-211GR-067-500x333.webp,2024-11-08T05:06:25.448Z,2024-11-08T05:06:25.448Z,0,,,,
672d9c511006691619ce136e,672686323a2df83c953b3ce8,,Belchetz 150 Douglas,belchetz-150-douglas.webp,image/webp,756186,2500,1667,50,50,500,333,image/webp,113050,Belchetz 150 Douglas-500x333.webp,2024-11-08T05:06:25.766Z,2024-11-08T05:06:25.766Z,0,,,,
672d9cbb1006691619ce13fd,672686323a2df83c953b3ce8,,Karshafian 4 Parmbelle 1,karshafian-4-parmbelle-1.webp,image/webp,409700,2500,1667,50,50,500,333,image/webp,75622,Karshafian 4 Parmbelle (1)-500x333.webp,2024-11-08T05:08:11.120Z,2024-11-08T05:08:11.120Z,0,,,,
672d9cbb1006691619ce1400,672686323a2df83c953b3ce8,,Mnp Et 211gr 043,mnp-et-211gr-043.webp,image/webp,547708,2500,1667,50,50,500,333,image/webp,78184,MNP-ET-211GR-043-500x333.webp,2024-11-08T05:08:11.196Z,2024-11-08T05:08:11.196Z,0,,,,
672d9cbb1006691619ce1402,672686323a2df83c953b3ce8,,Mnp Et 211gr 019,mnp-et-211gr-019.webp,image/webp,257330,2500,1667,50,50,500,333,image/webp,63826,MNP-ET-211GR-019-500x333.webp,2024-11-08T05:08:11.214Z,2024-11-08T05:08:11.214Z,0,,,,
672d9cbb1006691619ce1408,672686323a2df83c953b3ce8,,Third Line Full 33,third-line---full-33.webp,image/webp,473780,2560,1707,50,50,500,333,image/webp,92056,Third Line - Full-33-500x333.webp,2024-11-08T05:08:11.752Z,2024-11-08T05:08:11.752Z,0,,,,
672d9cbc1006691619ce140b,672686323a2df83c953b3ce8,,Third Line Full 42,third-line---full-42.webp,image/webp,955728,2560,3840,50,50,500,750,image/webp,160314,Third Line - Full-42-500x750.webp,2024-11-08T05:08:12.080Z,2024-11-08T05:08:12.080Z,0,,,,
672d9cbc1006691619ce1410,672686323a2df83c953b3ce8,,2020 Backyard Escapes,2020-backyard-escapes.webp,image/webp,407286,2560,1707,50,50,500,333,image/webp,65108,2020 Backyard Escapes-500x333.webp,2024-11-08T05:08:12.501Z,2024-11-08T05:08:12.501Z,0,,,,
672d9cbd1006691619ce1413,672686323a2df83c953b3ce8,,Third Line Full 43,third-line---full-43.webp,image/webp,515536,2560,1707,50,50,500,333,image/webp,88046,Third Line - Full-43-500x333.webp,2024-11-08T05:08:13.301Z,2024-11-08T05:08:13.301Z,0,,,,
672d9cbe1006691619ce1416,672686323a2df83c953b3ce8,,Third Line Full 51,third-line---full-51.webp,image/webp,889532,2560,1707,50,50,500,333,image/webp,104366,Third Line - Full-51-500x333.webp,2024-11-08T05:08:14.263Z,2024-11-08T05:08:14.263Z,0,,,,
672d9d291006691619ce150e,672686323a2df83c953b3ce8,,Dekko Fire Features,dekko-fire-features.webp,image/webp,111804,1066,1600,50,50,500,750,image/webp,150356,Dekko Fire Features-500x750.webp,2024-11-08T05:10:01.695Z,2024-11-08T05:10:01.695Z,0,,,,
672d9d291006691619ce150c,672686323a2df83c953b3ce8,,Dekko Fire Features 1,dekko-fire-features-1.webp,image/webp,108582,1066,1600,50,50,500,750,image/webp,132566,Dekko Fire Features (1)-500x750.webp,2024-11-08T05:10:01.692Z,2024-11-08T05:10:01.692Z,0,,,,
672d9d291006691619ce1512,672686323a2df83c953b3ce8,,Dekko Fire Features Master 2,dekko-fire-features-master-2.webp,image/webp,1253664,2560,2169,50,50,500,424,image/webp,153356,Dekko Fire Features Master (2)-500x424.webp,2024-11-08T05:10:01.842Z,2024-11-08T05:10:01.842Z,0,,,,
672d9d2a1006691619ce1517,672686323a2df83c953b3ce8,,Dekko Fire Features Master,dekko-fire-features-master.webp,image/webp,1256092,2560,3827,50,50,500,747,image/webp,186752,Dekko Fire Features Master-500x747.webp,2024-11-08T05:10:02.135Z,2024-11-08T05:10:02.135Z,0,,,,
672d9d2a1006691619ce151c,672686323a2df83c953b3ce8,,Dekko Fire Features Master 3,dekko-fire-features-master-3.webp,image/webp,1815932,2560,3700,50,50,500,723,image/webp,173706,Dekko Fire Features Master (3)-500x723.webp,2024-11-08T05:10:02.521Z,2024-11-08T05:10:02.521Z,0,,,,
672d9d2a1006691619ce151f,672686323a2df83c953b3ce8,,Dekko Fire Features Master 1,dekko-fire-features-master-1.webp,image/webp,623890,2560,1707,50,50,500,333,image/webp,88674,Dekko Fire Features Master (1)-500x333.webp,2024-11-08T05:10:02.593Z,2024-11-08T05:10:02.593Z,0,,,,
672d9d2c1006691619ce1529,672686323a2df83c953b3ce8,,Dekko Lifestyle Image 10,dekko-lifestyle-image-10.webp,image/webp,450278,2560,3157,50,50,500,617,image/webp,131938,Dekko Lifestyle Image 10-500x617.webp,2024-11-08T05:10:04.327Z,2024-11-08T05:10:04.327Z,0,,,,
672d9d2c1006691619ce152e,672686323a2df83c953b3ce8,,Dekko Lifestyle Bravo1,dekko-lifestyle-bravo1.webp,image/webp,305804,2560,1707,50,50,500,333,image/webp,63700,Dekko Lifestyle Bravo1-500x333.webp,2024-11-08T05:10:04.587Z,2024-11-08T05:10:04.587Z,0,,,,
672d9d2c1006691619ce1531,672686323a2df83c953b3ce8,,Dekko Serenade 1,dekko-serenade-1.webp,image/webp,55458,696,1080,50,50,500,776,image/webp,125966,Dekko Serenade (1)-500x776.webp,2024-11-08T05:10:04.682Z,2024-11-08T05:10:04.682Z,0,,,,
672d9d2c1006691619ce1538,672686323a2df83c953b3ce8,,Dekko Lifestyle Sonoma,dekko-lifestyle-sonoma.webp,image/webp,426836,2560,1707,50,50,500,333,image/webp,93022,Dekko lifestyle Sonoma-500x333.webp,2024-11-08T05:10:04.843Z,2024-11-08T05:10:04.843Z,0,,,,
672d9d2d1006691619ce153f,672686323a2df83c953b3ce8,,Dekko Lifestyle,dekko-lifestyle.webp,image/webp,178118,2560,1707,50,50,500,333,image/webp,61064,Dekko Lifestyle-500x333.webp,2024-11-08T05:10:05.613Z,2024-11-08T05:10:05.613Z,0,,,,
672d9d2d1006691619ce1543,672686323a2df83c953b3ce8,,Dewitt 033,dewitt-033.webp,image/webp,224066,2000,1333,50,50,500,333,image/webp,76216,Dewitt 033-500x333.webp,2024-11-08T05:10:05.811Z,2024-11-08T05:10:05.811Z,0,,,,
672d9d2e1006691619ce154a,672686323a2df83c953b3ce8,,Karshafian 4 Parmbelle 2,karshafian-4-parmbelle-2.webp,image/webp,250802,2500,1667,50,50,500,333,image/webp,61930,Karshafian 4 Parmbelle (2)-500x333.webp,2024-11-08T05:10:06.285Z,2024-11-08T05:10:06.285Z,0,,,,
672d9d2e1006691619ce154f,672686323a2df83c953b3ce8,,Mnp Bvp 123nc 010,mnp-bvp-123nc-010.webp,image/webp,236216,2560,1920,50,50,500,375,image/webp,65540,MNP-BVP-123NC-010-500x375.webp,2024-11-08T05:10:06.753Z,2024-11-08T05:10:06.753Z,0,,,,
672d9d2f1006691619ce1553,672686323a2df83c953b3ce8,,Tanger 02,tanger-02.webp,image/webp,194254,2500,1667,50,50,500,333,image/webp,59126,Tanger 02-500x333.webp,2024-11-08T05:10:07.132Z,2024-11-08T05:10:07.132Z,0,,,,
672d9d2f1006691619ce1558,672686323a2df83c953b3ce8,,Tanger 025,tanger-025.webp,image/webp,178842,2500,1667,50,50,500,333,image/webp,55788,Tanger 025-500x333.webp,2024-11-08T05:10:07.503Z,2024-11-08T05:10:07.503Z,0,,,,
672d9d2f1006691619ce1556,672686323a2df83c953b3ce8,,Sonoma5 Lifestyle,sonoma5-lifestyle.webp,image/webp,620062,2560,1707,50,50,500,333,image/webp,95802,Sonoma5 lifestyle-500x333.webp,2024-11-08T05:10:07.476Z,2024-11-08T05:10:07.476Z,0,,,,
672d9d301006691619ce155c,672686323a2df83c953b3ce8,,Sonoma6 Lifestyle,sonoma6-lifestyle.webp,image/webp,683264,2560,3840,50,50,500,750,image/webp,132842,Sonoma6 lifestyle-500x750.webp,2024-11-08T05:10:08.274Z,2024-11-08T05:10:08.274Z,0,,,,
674779c6a2e06c13b7f454e2,674779b6a2e06c13b7f454c6,,Toronto,toronto.webp,image/webp,71266,446,499,50,50,500,559,image/webp,177994,toronto-500x559.webp,2024-11-27T19:57:58.497Z,2024-11-27T19:57:58.497Z,0,,,,
6748043852fdf2d604f9bbd5,,,Image Ystal Clear Water In The Cent 20241128t054839514z,image_ystal_clear_water__in_the_cent_20241128t054839514z.webp,image/webp,125066,1024,1024,50,50,500,500,image/webp,100540,image_ystal_clear_water__in_the_cent_20241128T054839514Z-500x500.webp,2024-11-28T05:48:40.667Z,2024-11-28T05:48:40.667Z,0,,,,
6761f58fb8b08b0e012a6efa,,,Dazzle Ph Plus 1kg,dazzle-ph-plus-1kg.webp,image/webp,23238,1200,798,50,50,500,333,image/webp,19816,Dazzle pH Plus 1kg-500x333.webp,2024-12-17T22:05:03.087Z,2024-12-17T22:05:03.087Z,0,,,,
6761fd51b8b08b0e012a7b4f,,,Dazzle Ph Plus 5kg,dazzle-ph-plus-5kg.webp,image/webp,27168,1200,845,50,50,500,352,image/webp,24144,Dazzle pH Plus 5kg-500x352.webp,2024-12-17T22:38:09.480Z,2024-12-17T22:38:09.480Z,0,,,,
677c5256c2170e7ab489acfb,,,Dazzle Ph Minus 1 25kg,dazzle-ph-minus-125kg.webp,image/webp,21834,1200,798,50,50,500,333,image/webp,18682,Dazzle pH Minus 1.25kg-500x333.webp,2025-01-06T21:59:50.922Z,2025-01-06T21:59:50.922Z,0,,,,
677c5265c2170e7ab489ad42,,,Dazzle Ph Minus 3 5kg,dazzle-ph-minus-35kg.webp,image/webp,22750,1200,798,50,50,500,333,image/webp,21196,Dazzle pH Minus 3.5kg-500x333.webp,2025-01-06T22:00:05.113Z,2025-01-06T22:00:05.113Z,0,,,,
677c52abc2170e7ab489ade3,,,Dazzle Ph Minus 6 75kg,dazzle-ph-minus-675kg.webp,image/webp,27142,1200,851,50,50,500,355,image/webp,24422,Dazzle pH Minus 6.75kg-500x355.webp,2025-01-06T22:01:15.449Z,2025-01-06T22:01:15.449Z,0,,,,
6788655cf872f6a97c8b5dd9,,,Ht Bundle,ht-bundle.webp,image/webp,8370,375,375,50,50,,,,,,2025-01-16T01:48:12.485Z,2025-01-16T01:48:12.485Z,0,,,,
67a1d428d63a0c7ba1d2a1fc,,,1 Month Bromine Mineraluxe System,1-month-bromine-mineraluxe-system.webp,image/webp,121762,2560,1703,50,50,500,333,image/webp,37156,1 Month Bromine Mineraluxe System-500x333.webp,2025-02-04T08:47:36.287Z,2025-02-04T08:47:36.287Z,0,,,https://drive.google.com/uc?export=download&id=1asw5_CR025ZsM4kt7M9Sl0_gbZIY-sQJ,bonavista/
67a1d42ad63a0c7ba1d2a1fe,,,1 Month Chlorine Mineraluxe System,1-month-chlorine-mineraluxe-system.webp,image/webp,115448,2560,1704,50,50,500,333,image/webp,36744,1 Month Chlorine Mineraluxe System-500x333.webp,2025-02-04T08:47:38.131Z,2025-02-04T08:47:38.131Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/PicturesLg/DML00503%20One%20Month%20Chlorine.jpg,bonavista/
67a1d42dd63a0c7ba1d2a200,,,3 Month Bromine Mineraluxe System,3-month-bromine-mineraluxe-system.webp,image/webp,109084,2560,1703,50,50,500,333,image/webp,37770,3 Month Bromine Mineraluxe System-500x333.webp,2025-02-04T08:47:41.995Z,2025-02-04T08:47:41.995Z,0,,,https://drive.google.com/uc?export=download&id=1GlYT08Qw-qh8tqc8htG8lecijZdbb4Ll,bonavista/
67a1d42ed63a0c7ba1d2a202,,,3 In 1 Insta Test Strips 50,3-in-1-insta-test-strips-50.webp,image/webp,5104,300,303,50,50,,,,,,2025-02-04T08:47:42.433Z,2025-02-04T08:47:42.433Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/PicturesLg/Screen-Shot-2021-02-12-at-12.07.15-PM-300x303.png,bonavista/
67a1d42ed63a0c7ba1d2a204,,,5 In 1 Insta Test Strips 50,5-in-1-insta-test-strips-50.webp,image/webp,9640,500,500,50,50,500,500,image/webp,25312,5-in-1 Insta Test Strips 50-500x500.webp,2025-02-04T08:47:42.762Z,2025-02-04T08:47:42.762Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/PicturesLg/5in1-test-strips.jpg,bonavista/
67a1d42fd63a0c7ba1d2a206,,,50sqft Filter 5x13 516,50sqft-filter-5x13-516.webp,image/webp,1950,220,220,50,50,,,,,,2025-02-04T08:47:43.183Z,2025-02-04T08:47:43.183Z,0,,,https://www.acdcfeeds.com/secure_html/custom/ACDC/vendors/Pleatco/productsSm/PRB50-IN.JPG,bonavista/
67a1d42fd63a0c7ba1d2a208,,,75sqft Filter 5x20 18,75sqft-filter-5x20-18.webp,image/webp,1358,220,220,50,50,,,,,,2025-02-04T08:47:43.378Z,2025-02-04T08:47:43.378Z,0,,,https://www.acdcfeeds.com/secure_html/custom/ACDC/vendors/Pleatco/productsSm/PRB75.JPG,bonavista/
67a1d42fd63a0c7ba1d2a20a,,,Absorbent Floating Foam Stars,absorbent-floating-foam-stars.webp,image/webp,81822,1280,1280,50,50,500,500,image/webp,41698,Absorbent Floating Foam Stars-500x500.webp,2025-02-04T08:47:43.753Z,2025-02-04T08:47:43.753Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/Pictures/Scum_removers_1__08282.1598663851.jpg,bonavista/
67a1d433d63a0c7ba1d2a20c,,,Acid Enhance 1 L,acid-enhance-1-l.webp,image/webp,60276,2560,1703,50,50,500,333,image/webp,17000,Acid Enhance 1 L-500x333.webp,2025-02-04T08:47:47.495Z,2025-02-04T08:47:47.495Z,0,,,https://drive.google.com/uc?export=download&id=1E512CviRvb-Z3qefRIM0B9MmKs_thTDo,bonavista/
67a1d433d63a0c7ba1d2a20e,,,Acid Enhance 3,acid-enhance-3.webp,image/webp,61410,2560,1719,50,50,500,336,image/webp,17306,Acid Enhance 3-500x336.webp,2025-02-04T08:47:47.665Z,2025-02-04T08:47:47.665Z,0,,,https://drive.google.com/uc?export=download&id=1xUrT6MdPwtaC_5NIMCtKdk9GMklng4nR,bonavista/
67a1d437d63a0c7ba1d2a210,,,Advance Sticks 12 Pk,advance-sticks-12-pk.webp,image/webp,64286,2560,1704,50,50,500,333,image/webp,20554,Advance Sticks 12 PK-500x333.webp,2025-02-04T08:47:51.241Z,2025-02-04T08:47:51.241Z,0,,,https://drive.google.com/uc?export=download&id=1L4TwIiwP4mPg-hEBwfpd3JSzXu1CEeUl,bonavista/
67a1d437d63a0c7ba1d2a212,,,Alea 32in,alea-32in.webp,image/webp,1182,220,220,50,50,,,,,,2025-02-04T08:47:51.452Z,2025-02-04T08:47:51.452Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/Pictures/Alea%2032.jpg,bonavista/
67a1d437d63a0c7ba1d2a214,,,Alea 40in,alea-40in.webp,image/webp,1358,220,220,50,50,,,,,,2025-02-04T08:47:51.650Z,2025-02-04T08:47:51.650Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/Pictures/Alea%2040.jpg,bonavista/
67a1d43bd63a0c7ba1d2a216,,,Algae Clear 60 1 L,algae-clear-60-1-l.webp,image/webp,85534,2560,1703,50,50,500,333,image/webp,20110,Algae Clear 60 1 L-500x333.webp,2025-02-04T08:47:55.573Z,2025-02-04T08:47:55.573Z,0,,,https://drive.google.com/uc?export=download&id=1woVr5EbFhaN3TLZMtw7EyFVhoBbLufxC,bonavista/
67a1d43fd63a0c7ba1d2a218,,,Algae Resist 50 1 L,algae-resist-50-1-l.webp,image/webp,91590,2560,1703,50,50,500,333,image/webp,21482,Algae Resist 50 1 L-500x333.webp,2025-02-04T08:47:59.283Z,2025-02-04T08:47:59.283Z,0,,,https://drive.google.com/uc?export=download&id=1dxa6TqKk0rwTfxL-gnnfmgKId_Gp8jWX,bonavista/
67a1d43fd63a0c7ba1d2a21a,,,Alkalinity Plus 750 Gm,alkalinity-plus-750-gm.webp,image/webp,47848,2560,1703,50,50,500,333,image/webp,11612,Alkalinity Plus 750 GM-500x333.webp,2025-02-04T08:47:59.682Z,2025-02-04T08:47:59.682Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/PicturesLg/DAZ08030-Alkalinity-Plus-750-g-scaled.jpg,bonavista/
67a1d442d63a0c7ba1d2a21c,,,Alkalinity Plus 8 Kg,alkalinity-plus-8-kg.webp,image/webp,49764,2560,1703,50,50,500,333,image/webp,20370,Alkalinity Plus 8 kg-500x333.webp,2025-02-04T08:48:02.871Z,2025-02-04T08:48:02.871Z,0,,,https://drive.google.com/uc?export=download&id=1mDCRFqokw1uJk6ZxwSDaR6UfYaCip78T,bonavista/
67a1d443d63a0c7ba1d2a21e,,,Alkalinity Plus 4 Kg,alkalinity-plus-4-kg.webp,image/webp,63270,2560,1803,50,50,500,352,image/webp,19370,Alkalinity Plus 4 KG-500x352.webp,2025-02-04T08:48:03.007Z,2025-02-04T08:48:03.007Z,0,,,https://drive.google.com/uc?export=download&id=1V2XLUYNi3vaDUHjUTW5rfrjPisicQ3wS,bonavista/
67a1d443d63a0c7ba1d2a220,,,Aluminum Pool Brush 18 Inch,aluminum-pool-brush-18-inch.webp,image/webp,17256,1000,1000,50,50,500,500,image/webp,21300,Aluminum Pool Brush (18 inch)-500x500.webp,2025-02-04T08:48:03.304Z,2025-02-04T08:48:03.304Z,0,,,https://www.bonavistaleisurescapes.com/Files/store/Pictures/9774e243-3f19-4c82-94d5-62a7c6d1010a.3317179c25d08623fa67181987855c6a.jpg,bonavista/
